,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MELIA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MAGIC TEAM FRONTLINE TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Effect Hit,,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,Block Rate,,,,Effect Resistance,,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,,Currently the only hero that passively applies Magic Vulnerability. Barrier provision in MAGIC-only teams help boost survivability (somewhat).,,,
,,,,,,,NOTES:,Some Effect Resistance to resist Death and CC. Some Effect Hit to inflict Crystals debuffs. Aim for high Block Rate with DMG Taken Reduction for the best results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MELIA-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,IMMORTAL,,DEATH,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,BOSSDMG,,DMG,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,BOSSDMG,,CRIT,,,ADVENT-GOD,INFINITE TOWER,ARENA,REAL-TIME ARENA
,,,,,,,,,,,GUTS,,BLOCK,,,,,,,CRIT,,DOT,,,,,,,GUTS,,WEAKNESS,,,ADVENT-YH,ADVENTURE BOTH,GUILD WAR,TOTAL WAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FREYJA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,WEAKNESS-FOCUSED (PVP),,,,,,,,,WEAKNESS & CRIT MAXIMIZER V1 (PVE),,,,,,,,,WEAKNESS & CRIT MAXIMIZERV V2 (PVE),,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Crit Rate,,,,,,,,,Crit Rate,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,Weakness Hit,,,,,,,,,Crit DMG,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Crit DMG,,,,,,,,,Crit DMG,,,,,,,,,Weakness Hit,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,Weakness Hit,,,Crit DMG,,-,,,,All ATK (%),,,Crit DMG,,-,,,,All ATK (%),,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,Effect Hit,,,,,,,,,Effect Hit,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Hit,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,Crit Rate,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,Crit Rate,,All ATK (%),,"Crit Rate +35%
Ignore DEF +15%",,,,,,,,
,,,,,,,Weakness Hit,,-,,,,,,,Crit DMG,,-,,,,,,,Crit DMG,,-,,,,,,,Huge HP Alteration that makes it a convenient field wipe no matter the situation or type of enemy (given she has sufficient Crit Rate & Weakness Hit). Buff Removal with Chain Attack adds to that.,,,
,,,,,,,NOTES:,"As Crit may be resisted by Block, Weakness Hit gives her more consistent damage so that her S2 can nuke right after the HP alteration.",,,,,,,,NOTES:,"Aim for high Crit Rate & Weakness Hit, both near 100%. Having some Crit DMG will ensure more consistent 1-Shotting of the mobs with her S2.",,,,,,,,NOTES:,"Aim for high Crit Rate & Weakness Hit, both near 100%. Having some Crit DMG will ensure more consistent 1-Shotting of the mobs with her S2.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FREYJA-T0,,,,,BOUNTY-MWEAPON,,BOUNTY-ARMOR,,IMMORTAL,,REVIVE,,,BOUNTY-MWEAPON,,BOUNTY-ARMOR,,IMMORTAL,,CRIT,,,ASSASSIN-MWEAPON,,ASSASSIN-ARMOR,,IMMORTAL,,CRIT,,,FARMING,INFINITE TOWER,ARENA,REAL-TIME ARENA
,,,,,,,,,,,GUTS,,BARRIERATK,,,,,,,45DMG,,WEAKNESS,,,,,,,45DMG,,WEAKNESS,,,ADVENTURE BOTH,PUDUNGEON-DARK,GUILD WAR,TOTAL WAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KYRIELLE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,WEAKNESS-FOCUSED,,,,,,,,,PARALYSIS-FOCUSED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,Effect Hit,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Weakness Hit,,-,,,,Crit DMG,,,Weakness Hit,,-,,,,Crit Rate,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Hit,,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Weakness Hit,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,Effect Hit,,All ATK (%),,"Effect Hit Rate +35%
Effect Probability +10%",,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,-,,,,,,,Weakness Hit,,-,,,,,,,,,,,,,,,,"Provides MDMG Boost and inflicts AOE Paralysis. Unique SPD-Based ATK Boost passive, but having high SPD on her (or any hero) is often an opportunity cost (i.e. miss out on other offensive substats).",,,
,,,,,,,NOTES:,"Has SPD-Based ATK Boost (up to 1320 with 77 Speed). Sufficient Weakness Hit Chance also needed to help her target lower HP enemies, enabling her Chain Attack.",,,,,,,,NOTES:,"This build makes her take on the debuffer role where to land Paralysis on enemies, so that their Block Rate becomes 0% and allies can then nuke much easier.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KYRIELLE-T0,,,,,BOUNTY-MWEAPON,,BOUNTY-ARMOR,,REVIVE,,BARRIERATK,,,SPELLWEAVE-MWEAPON,,SPELLWEAVE-ARMOR,,IMMORTAL,,REVIVE,,,,,,,,,,,,INFINITE TOWER,ADVENT-GOD,ARENA,GUILD WAR
,,,,,,,,,,,IMMORTAL,,EFFECTHIT,,,,,,,GUTS,,BARRIERATK,,,,,,,,,,,,ADVENTURE BOTH,ADVENT-TEO,TOTAL WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEZHA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PVE BOSS DAMAGE DEALER,,,,,,,,,GUILD WAR,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit DMG,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Weakness Hit,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Crit Rate,,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit DMG,,All ATK (%),,,,,,,Crit DMG,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,-,,-,,,,All ATK (%),,,-,,-,,,,Crit DMG,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,Crit DMG,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,,,,,,,,,,,,,
,,,,,,,Weakness Hit,,-,,,,,,,Weakness Hit,,-,,,,,,,,,,,,,,,,"Powerful 3-TARGET damage dealer with decent support for team survivability with barrier provision. While already strong at T0, building her to T6 greatly allows faster runs and better scores.",,,
,,,,,,,NOTES:,"Has passive Crit Rate Boost (33%) & at T4 (18%), requiring just 51% Crit Rate from gears and allies that provide Active Crit Rate Boost. More focus on building Crit DMG and Weakness Hit Chance.",,,,,,,,NOTES:,"With a powerful 3-Target Skill, capitalize on getting her Crit Rate & Weakness Hit multipliers high to be able to deal with even Tank teams.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEZHA-T0,,,,,AVENGER-MWEAPON,,AVENGER-ARMOR,,BOSSDMG,,CRIT,,,BOUNTY-MWEAPON,,BOUNTY-ARMOR,,IMMORTAL,,13DMG,,,,,,,,,,,,CR-123,TOWER OF TRIALS,GUILD WAR,NONE
,,,,,,,,,,,13DMG,,WEAKNESS,,,,,,,GUTS,,CC,,,,,,,,,,,,ADVENT-YH,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MERCURE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,MAGIC REFLUX DMG-FOCUSED,,,,,,,,,MAGIC REFLUX ACCURACY-FOCUSED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Hit,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,-,,,,Effect Resistance,,,Effect Hit,,-,,,,Effect Resistance,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,All ATK (%),,"All ATK +45%
Effect Hit Rate +20%",,,,,Effect Hit,,All ATK (%),,"Effect Hit Rate +35%
Effect Probability +10%",,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,-,,,,,,,All ATK (%),,-,,,,,,,,,,,,,,,,"Unique Magic Reflux debuff to help chip away HP of enemies, particularly useful against enemies with high HP in Nightmare Adventure, Infinite Tower and Tank teams in PVP.",,,
,,,,,,,NOTES:,Magic Reflux DMG scales with ATK. Reliant on Blessing to tank DMG instead of defensive stats .,,,,,,,,NOTES:,Spellweaver Effect Probability for increased Stun and Magic Reflux chances.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MERCURE-T0,,,,,VAN-MWEAPON,,VAN-ARMOR,,IMMORTAL,,REVIVE,,,SPELLWEAVE-MWEAPON,,SPELLWEAVE-ARMOR,,IMMORTAL,,REVIVE,,,,,,,,,,,,ADVENTURE BOTH,NONE,ARENA,REAL-TIME ARENA
