,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,NOTES:,"As with all other ATTACK heroes, the goal is to push the two main damage multipliers to a high amount. Even though he may not be a main damage dealer, the output can still be decent. Assassin Set can be used as the opposite.",,,,,,,,NOTES:,"Due to his low Shock chance, you can also raise it with this build to land Shock more easily for better enemy disruption, particularly against the main damage dealer on their team.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KARL HERON-T0,,,,,BOUNTY-PWEAPON,,BOUNTY-ARMOR,,GUTS,,BARRIERATK,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,GUTS,,CC,,,,,,,,,,,,ADVENTURE BOTH,INFINITE TOWER,ARENA,TOTAL WAR
,,,,,,,,,,,IMMORTAL,,CC,,,,,,,IMMORTAL,,EFFECTHIT,,,,,,,,,,,,ADVENT-KARMA,NONE,GUILD WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAI,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PVE SUB DPS/BURN BOOST,,,,,,,,,GUILD WAR SNIPER,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,Crit Rate,,,,,,,,,Crit Rate,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,Crit DMG,,,,,,,,,Crit DMG,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,Crit Rate,,Block Rate,,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,All ATK (%),,,Weakness Hit,,-,,,,All ATK (%),,,Weakness Hit,,DMG Taken Reduction,,,,All ATK (%),,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,Crit Rate,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,Crit Rate,,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,
,,,,,,,Crit DMG,,-,,,,,,,Weakness Hit,,-,,,,,,,Weakness Hit,,DMG Taken Reduction,,,,,,,"Currently the only hero that passively applies Physical Vulnerability. Also boasts a powerful ST skill and also has active DEF Reduction, making her suitable to be both a support and DPS.",,,
,,,,,,,NOTES:,"Playing a key role as a Sub DPS, her ATK% has to be highest/ second highest on the team. Crit Rate & Crit DMG are the main stats to focus on, with Weakness Hit aimed to be around 46%.",,,,,,,,NOTES:,Execution comes in handy against certain enemies (for Guild War) since it is easier to ensure she wouldn't be aiming into an Immortal/Indomitable enemy.,,,,,,,,NOTES:,"If she is required just for her Passive and to get DEF Reduction off, survivability is priority so investing in high Block Rate is probably best considering how frail she is.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAI-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,BOSSDMG,,GUTS,,,BOUNTY-PWEAPON,,BOUNTY-ARMOR,,GUTS,,CRIT,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,GUTS,,CRIT,,,ADVENT-GOD,PUDUNGEON-EARTH,GUILD WAR,NONE
,,,,,,,,,,,13DMG,,DMGCOMBI,,,,,,,IMMORTAL,,WEAKNESS,,,,,,,IMMORTAL,,WEAKNESS,,,ADVENT-PHYS,ADVENTURE BOTH,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANZE&BRANSEL,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRIT-WEAKNESS BASED,,,,,,,,,ATK-BASED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Weakness Hit,,-,,,,Crit DMG,,,-,,-,,,,Crit Rate,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,All ATK (%),,All ATK (%),,"All ATK +45%
Effect Hit Rate +20%",,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,,,,-,,-,,,,,,,,,,,,,,,,Unassuming hero duo that not only provides more offensive capabilities to Attack teams but also more defensiveness as well via Barriers. Low investment hero especially for early-game. T2 onwards for PVP.,,,
,,,,,,,NOTES:,"Allows them to do considerable DMG, especially necessary to have successful Chain Attacks on their S1.",,,,,,,,NOTES,Barrier provided upon enemy's death scales of their ATK. So having more ATK prolongs your ATTACK team much better and it is constantly renewable.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANZE&BRANSEL-T0,,,,,BOUNTY-PWEAPON,,BOUNTY-ARMOR,,IMMORTAL,,CC,,,VAN-PWEAPON,,VAN-ARMOR,,IMMORTAL,,CC,,,,,,,,,,,,ADVENTURE BOTH,TOWER OF TRIALS,ARENA,TOTAL WAR
,,,,,,,,,,,BARRIERATK,,DMGCOMBI,,,,,,,BARRIERATK,,DMGCOMBI,,,,,,,,,,,,INFINITE TOWER,PUDUNGEON-LIGHT,GUILD WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLT,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ATK-BASED,,,,,,,,,CRIT-WEAKNESS BASED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,All ATK (%),,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRUE,FALSE,FALSE,FALSE,,,,,,,,Crit Rate,,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,-,,,,Weakness Hit,,,Weakness Hit,,-,,,,Crit DMG,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Hit,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,All ATK (%),,"All ATK +45%
Effect Hit Rate +20%",,,,,Crit Rate,,All ATK (%),,"Weakness Hit Chance +35%
Weakness Hit DMG +35%",,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,-,,,,,,,Weakness Hit,,-,,,,,,,,,,,,,,,,Has unique effect of landing Bombs (reduce Buff Duration and also Paralyze if detonated). Also increases allies' Effect Hit Rate but will only make sense if Attack heroes also rely on debuffs.,,,
,,,,,,,NOTES,Bomb DMG scales off ATK. Has passive Effect Hit Rate (34%) & at T4 (24%) so it is possible to focus on ATK% instead. Aim for 77 Speed to achieve maximum ATK Boost from passive.,,,,,,,,NOTES:,Preferred in Guild War where you know Crits are going to be blocked. This build will maintain her DMG output. Aim for 77 Speed to achieve maximum ATK Boost from passive.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COLT-T0,,,,,VAN-PWEAPON,,VAN-ARMOR,,IMMORTAL,,BARRIERATK,,,BOUNTY-PWEAPON,,BOUNTY-ARMOR,,IMMORTAL,,BARRIERATK,,,,,,,,,,,,NONE,NONE,TOTAL WAR,NONE
,,,,,,,,,,,REVIVE,,DMGCOMBI,,,,,,,REVIVE,,DMGCOMBI,,,,,,,,,,,,NONE,NONE,GUILD WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DELLONS,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PVE SUPPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,All ATK (%),,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,,,,,,,,,,,,,,,,,,,,,,"Awakening soon into greatness. But before that, still used as a decent PDMG Buffer in certain PVE Modes.",,,
,,,,,,,NOTES:,This build aims to let his S1 (ST Skill) hit hard on bosses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DELLONS-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,GUTS,,13DMG,,,,,,,,,,,,,,,,,,,,,ADVENT-KYLE,ADVENTURE BOTH,TOTAL WAR,NONE
,,,,,,,,,,,BOSSDMG,,DMGCOMBI,,,,,,,,,,,,,,,,,,,,,INFINITE TOWER,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KAGURA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,ATK-BASED,,,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Effect Hit,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,-,,-,,,,All ATK,,,-,,-,,,,All ATK,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,All ATK (%),,"All ATK +45%
Effect Hit Rate +20%",,,,,All ATK (%),,All ATK (%),,"Effect Hit Rate +35%
Effect Probability +10%",,,,,,,,,,,,,,,,,
,,,,,,,-,,-,,,,,,,-,,-,,,,,,,,,,,,,,,,"Strong Physical support hero with Crit DMG boost and providing a one-time heal when she triggers Indomitable. Also has decent debuff capabilities via Petrify and reducing heals. Sometimes, the earlier she falls, the better.",,,
,,,,,,,NOTES:,Heal scales off ATK% so having high ATK% has the potential to full-heal the entire team to turn the tide of the battle. Accessory may not be 5* even.,,,,,,,,NOTES:,"This aims to allow Petrification to happen at a higher rate, immobilizing the enemies when it is most necessary. Also, petrification DMG scales off ATK%.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KAGURA-T0,,,,,VAN-PWEAPON,,VAN-ARMOR,,GUTS,,REVIVE,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,GUTS,,REVIVE,,,,,,,,,,,,ADVENTURE BOTH,NONE,ARENA,REAL-TIME ARENA
,,,,,,,,,,,IMMORTAL,,cc,,,,,,,IMMORTAL,,CC,,,,,,,,,,,,INFINITE TOWER,NONE,TOTAL WAR,GUILD WAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KLAHAN,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRIT-WEAKNESS BASED,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,-,,,,All ATK (%),,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,"Crit Rate +35%
Ignore DEF +15%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,-,,,,,,,,,,,,,,,,,,,,,,,,,A farmer dedicated to farming but would not highly recommend building because that's his sole purpose and you might be better off chasing a multi-role farmer.,,,
,,,,,,,NOTES:,"Focuses primarily on Crit Rate (make 100%) & Crit DMG to allow consistent DMG. If he misses Crits, the entire DMG output suffers and farming may fail. Weakess Hit is a bonus stat to boost DMG.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KLAHAN-T0,,,,,ASSASSIN-PWEAPON,,ASSASSIN-ARMOR,,45DMG,,WEAKNESS,,,,,,,,,,,,,,,,,,,,,FARMING,NONE,NONE,NONE
,,,,,,,,,,,CRIT,,DMG,,,,,,,,,,,,,,,,,,,,,ADVENTURE BOTH,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KYLE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRIT-WEAKNESS BASED,,,,,,,,,CR SPIKE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
