,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,Effect Resistance,,,Effect Hit,,Block Rate,,,,Effect Resistance,,,Effect Hit,,Block Rate,,,,Effect Resistance,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF,,,,,,,,,DEF,,,,,,,,,DEF,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,DEF (%),,DMG Taken Reduction,,"DEF +45%, 
Effect Resist Rate +20%",,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,,,,Effect Hit,,Block Rate,,,,,,,Effect Hit,,Block Rate,,,,,,,"Has the unique ability to reduce Effect Probability, making the team less susceptible to debuffs, while also disrupting the enemies' flow with continuous freezing.",,,
,,,,,,,NOTES:,Has DEF-Based Block Rate Boost so will need at least 1350/1650 DEF to get up to 27%/33% Block Rate.                                          ,,,,,,,,NOTES,This build should allow hitting the required DEF for his passive bonus to be achieved must easier but not forsaking bulk.						,,,,,,,,NOTES,"Rather than indirectly boosting Block Rate via DEF, this build focuses on the 2 most important stats - Block Rate & DMG Taken Reduction - itself.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GELIDUS-T0,,,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,REVIVE,,EFFECTHIT,,,GUARDIAN-PWEAPON,,GUARDIAN-ARMOR,,REVIVE,,EFFECTHIT,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,EFFECTHIT,,,PUDUNGEON-FIRE,INFINITE TOWER,ARENA,REAL-TIME ARENA
,,,,,,,,,,,BLOCK,,EFFECTRES,,,,,,,BLOCK,,EFFECTRES,,,,,,,BLOCK,,EFFECTRES,,,ADVENTURE BOTH,NONE,GUILD WAR,TOTAL WAR
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,HP (%),,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,DEF (%),,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,HP (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,Block Rate,,,,Effect Resistance,,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,,"Role across modes changes across progression. DEF Reduction suitable in most early game content like Raid but in late game, Incoming Healing Reduction gains attention in Arena, Guild War.",,,
,,,,,,,NOTES:,"Very important to keep him alive for this passive to be retained. So making him bulky is the most important priority, with as much Block Rate rolls as possible to complement DMG Taken Reduction.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACE-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,HEALBACK,,,,,,,,,,,,,,,,,,,,,INFINITE TOWER,ADVENT-PHYS,ARENA,GUILD WAR
,,,,,,,,,,,IMMORTAL,,BLOCK,,,,,,,,,,,,,,,,,,,,,ADVENTURE NORMAL,RAID-ALL,TOTAL WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EILEENE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Hit,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,FALSE,,,,,,,,All ATK (%),,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,Effect Hit,,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,Block Rate,,,,DEF (%),,,-,,Block Rate,,,,DEF (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,DEF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,Effect Hit,,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,Block Rate,,,,,,,-,,Block Rate,,,,,,,,,,,,,,,,"A PATK buffer but has been outclassed by heroes like Lu Bu, B&B and even Sieg in PVE.  However, in cases where more than 1 ATK Buffer is needed, she can still step in.",,,
,,,,,,,NOTES:,Goal is to land Shock with higher probability since her innate Effect Probability is considerably low. May opt for ATK% main stats as Shock scales off caster's ATK.,,,,,,,,NOTES:,"If using her, then having her around is the biggest asset your team can have to upkeep their DMG output. Thus, keeping her alive as long as possible is the most important priority.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EILEENE-T0,,,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,IMMORTAL,,HEALBACK,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,IMMORTAL,,HEALBACK,,,,,,,,,,,,ADVENT-PHYS,ADVENTURE BOTH,TOTAL WAR,NONE
,,,,,,,,,,,GUTS,,EFFECTHIT,,,,,,,GUTS,,EFFECTHIT,,,,,,,,,,,,INFINITE TOWER,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ELYSIA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,DMG Reduction +10%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,IMMUNITY,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,DMG Taken Reduction,,,,,,,DEF (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,Effect Hit,,,Effect Hit,,Block Rate,,,,Effect Hit,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF,,,,,,,,,DEF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"Effect Resist Rate +35%
Starts Battle with 1 turn CC Immunity",,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,,,,Effect Hit,,Block Rate,,,,,,,,,,,,,,,,Having the ability to cleanse debuffs with any skill and also having DEF Reduction makes her a great support unit in most content and also as an alternative to other DEF Reduction heroes. ,,,
,,,,,,,NOTES:,Being able to cleanse debuffs with any skill would mean starting the battle with guaranteed CC immunity equates to a guaranteed cleanse for your heroes. ,,,,,,,,NOTES:,This build aims to make her more bulky so that her core effects can last on the field longer.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ELYSIA-T0,,,,,ORCHES-PWEAPON,,ORCHES-ARMOR,,REVIVE,,BLOCK,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,INFINITE TOWER,NONE,ARENA,TOTAL WAR
,,,,,,,,,,,GUTS,,DEF,,,,,,,GUTS,,DEF,,,,,,,,,,,,ADVENTURE BOTH,NONE,GUILD WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JAVE,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lv 30,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,DMG Reduction +10%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DUNGEON SLAYER,,,,,,,,,FARMING,,,,,,,,,CC-FOCUSED (T6),,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Crit Rate,,,,,,,,,Block Rate,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,Crit DMG,,,,,,,,,Effect Hit,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,FALSE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Weakness Hit,,,,,,,,,Effect Resistance,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,Effect Hit,,DMG Taken Reduction,,,,,,,,,,
,,,,,,,-,,-,,,,Crit DMG,,,Crit DMG,,-,,,,All ATK (%),,,All ATK (%),,Block Rate,,,,HP (%),,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK,,,,,,,,,DEF (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,Crit DMG,,All ATK (%),,"Crit Rate +35%
Ignore DEF +15%",,,,,Effect Hit,,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,,,,
,,,,,,,-,,-,,,,,,,Crit Rate,,-,,,,,,,All ATK (%),,Block Rate,,,,,,,"Special hero who is able to immobilize with Stun and also reduce their HP over time via Burn. Also has the rare ability to counter. Unfortunately, has been outclassed as a Farmer and semi-Tank.",,,
,,,,,,,NOTES:,This build increases Burn DMG dealt to the Bosses.,,,,,,,,NOTES,Focus on Crit Rate & Crit DMG with a good number of ATK% rolls to allow him to do more damage from both his AOEs and his Burn. ,,,,,,,,NOTES,"This build focuses on ensuring his Burn lands, and is particularly used in Endgame PVP since Dragonflame can be potent in withering the enemies' HP down.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JAVE-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,BURN,,BLEED,,,ASSASSIN-PWEAPON,,ASSASSIN-ARMOR,,45DMG,,CRIT,,,SPELLWEAVE-PWEAPON,,SPELLWEAVE-ARMOR,,REVIVE,,GUTS,,,PUDUNGEON-EARTH,INFINITE TOWER,GUILD WAR,NONE
,,,,,,,,,,,POISON,,EFFECTHIT,,,,,,,DMG,,WEAKNESS,,,,,,,IMMORTAL,,45DMG,,,ADVENTURE NORMAL,FARMING,TOTAL WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KARMA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DEF +12%,,DEF +6%,,HP +18%,,DMG Reduction +10%,,DEF +12%,,DEF +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BULKY DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRUE,FALSE,FALSE,FALSE,,,,,,,,Crit DMG,,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,Block Rate,,,,DEF (%),,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,,"Used to be a Tank team damage dealer but has been outclassed by others who deal more damage (i.e. Pallanus) and are more efficient in healing (i.e. Wukong). Nonetheless, still has an optional place in endgame Total War teams.",,,
,,,,,,,NOTES:,His heal is based off DMG dealt so it is important to boost his DMG and traditionally this was done by raising Crit Rate & Crit DMG. Has passive Block Rate of 33%.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KARMA-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,,,,,,,,,,PUDUNGEON-LIGHT,NONE,TOTAL WAR,NONE
,,,,,,,,,,,GUTS,,DEF,,,,,,,,,,,,,,,,,,,,,INFINITE TOWER,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KRIS,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Effect Hit Rate +24%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,HEALER ROLE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
