,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,Weakness Hit,,,,,,,,,Crit Rate,,,,,,,,,Crit DMG,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,Weakness Hit,,All ATK (%),,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,Weakness Hit,,-,,#N/A,,Crit DMG,,,Crit Rate,,-,,#N/A,,Crit DMG,,,Weakness Hit,,-,,#N/A,,All ATK (%),,,#N/A,,#N/A,
,,,#VALUE!,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,,,,Speed,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,,,,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,All ATK (%),,#N/A,,,#N/A,,Weakness Hit,,All ATK (%),,#N/A,,,#N/A,,Crit Rate,,All ATK (%),,#N/A,,,#N/A,,,,,
,,,,,,,Weakness Hit,,-,,,,,,,Crit Rate,,-,,,,,,,Weakness Hit,,-,,,,,,,,,,
,,,,,,,NOTES:,,,,,,,,,NOTES,,,,,,,,,NOTES,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE!,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,ADVENT EXPEDITION YEONHEE DPS,,,,,,,,,PVE,,PVP,
,,,,,,,#N/A,,#N/A,,#N/A,,Speed,,,#N/A,,#N/A,,#N/A,,Block Rate,,,#N/A,,#N/A,,#N/A,,Crit Rate,,,#N/A,,#N/A,
,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,14/5/26,,,,,,,,,Crit Rate,,,,,,,,,Effect Hit,,,,,,,,,Crit DMG,,,,,,
,,HERO PROPERTIES,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,TRUE,FALSE,FALSE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,Effect Resistance,,,,,,,,,Weakness Hit,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,Effect Hit,,Block Rate,,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,-,,Effect Resistance,,#N/A,,Crit DMG,,,-,,DMG Taken Reduction,,#N/A,,HP (%),,,Crit DMG,,-,,#N/A,,All ATK (%),,,#N/A,,#N/A,
,,,#VALUE!,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,DEF (%),,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,,,,,,,,,,,,All ATK,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,DMG Taken Reduction,,#N/A,,,#N/A,,Effect Hit,,Block Rate,,#N/A,,,#N/A,,Crit DMG,,All ATK (%),,#N/A,,,#N/A,,,,,
,,,,,,,-,,Effect Resistance,,,,,,,-,,DMG Taken Reduction,,,,,,,Crit Rate,,-,,,,,,,,,,
,,,,,,,NOTES:,,,,,,,,,NOTES,,,,,,,,,NOTES,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,#VALUE!,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,-
,,,,,,,,,,,,,,,,,,,,,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,#VALUE!,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Crit Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,ADVENT EXPEDITION YEONHEE DPS,,,,,,,,,PVE,,PVP,
,,,,,,,#N/A,,#N/A,,#N/A,,Speed,,,#N/A,,#N/A,,#N/A,,Block Rate,,,#N/A,,#N/A,,#N/A,,Crit Rate,,,#N/A,,#N/A,
,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,14/5/26,,,,,,,,,Crit Rate,,,,,,,,,Effect Hit,,,,,,,,,Crit DMG,,,,,,
,,HERO PROPERTIES,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,TRUE,FALSE,FALSE,FALSE,,,,,,,,Weakness Hit,,,,,,,,,Effect Resistance,,,,,,,,,Weakness Hit,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,Effect Hit,,Block Rate,,,,,,,Crit Rate,,All ATK (%),,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,-,,Effect Resistance,,#N/A,,Crit DMG,,,-,,DMG Taken Reduction,,#N/A,,HP (%),,,Crit DMG,,-,,#N/A,,All ATK (%),,,#N/A,,#N/A,
,,,#VALUE!,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,#N/A,,#N/A,,,,,,,,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,DEF (%),,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,,,,,#N/A,,,,,#N/A,,#N/A,
,,,,,,,,,,,,,All ATK,,,,,,,,,Speed,,,,,,,,,Speed,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,DMG Taken Reduction,,#N/A,,,#N/A,,Effect Hit,,Block Rate,,#N/A,,,#N/A,,Crit DMG,,All ATK (%),,#N/A,,,#N/A,,,,,
,,,,,,,-,,Effect Resistance,,,,,,,-,,DMG Taken Reduction,,,,,,,Crit Rate,,-,,,,,,,,,,
,,,,,,,NOTES:,,,,,,,,,NOTES,,,,,,,,,NOTES,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AQUILA,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,DMG Reduction +10%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,Effect Hit,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,HP (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,HP (%),,,Effect Hit,,Block Rate,,,,HP (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,DMG Taken Reduction,,"Effect Hit Rate +35%
Effect Probability +10%",,,,,Effect Hit,,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,Effect Hit,,Block Rate,,,,,,,HP (%),,Block Rate,,,,,,,,,,,,,,,,"Has the unique ability to shorten Death duration, increasing efficiency of the Death team. While usable at T0, the Link at T6 makes it compelling to build her out.",,,
,,,,,,,NOTES:,"Barrier & heals scale off Max HP so the build goes for a mixture of Effect Hit & HP%. If Effect Hit is decently high (considering Pets & allies), HP% should be the go-to weapon main stat.",,,,,,,,NOTES,Build focuses on tankiness and survivability to maintain her utility on the field.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AQUILA-T0,,,,,SPELLWEAVE-MWEAPON,,SPELLWEAVE-ARMOR,,REVIVE,,BLOCK,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BLOCK,,,,,,,,,,,,ADVENTURE NIGHTMARE,NONE,GUILD WAR,NONE
,,,,,,,,,,,GUTS,,DEATH,,,,,,,GUTS,,DEATH,,,,,,,,,,,,INFINITE TOWER,NONE,TOTAL WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RADGRID,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Block Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HP-FOCUSED,,,,,,,,,BLOCK-FOCUSED,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,TRUE,TRUE,,,,,,,,DEF,,,,,,,,,DEF,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,DMG Taken Reduction,,,,,,,DEF (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,Effect Resistance,,,-,,Block Rate,,,,Effect Resistance,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"HP +40%
Incoming Healing Boost +20%",,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,,,,-,,Block Rate,,,,,,,,,,,,,,,,"A bulky support for Universal allies in the back row, prolonging their survivability by not only reducing the enemies' offensive stats but also providing barriers (T6) when hit every 3 times.",,,
,,,,,,,NOTES:,"This build aims to not only let her heal more, but also increase Max HP due to her innate bulk so there for her to outlast the enemy and win by HP. ",,,,,,,,NOTES:,"For those without good Paladin pieces, the standard Gatekeeper build is something to fall back on to give her 100% Block Rate more easily with DMG Taken Reduction.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RADGRID-T0,,,,,PALADIN-PWEAPON,,PALADIN-ARMOR,,REVIVE,,HEALBACK,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,HEALBACK,,,,,,,,,,,,INFINITE TOWER,ADVENTURE NIGHTMARE,ARENA,TOTAL WAR
,,,,,,,,,,,GUTS,,DEATH,,,,,,,GUTS,,DEATH,,,,,,,,,,,,PUDUNGEON-EARTH,NONE,GUILD WAR,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RUDY,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DEF +12%,,DEF +6%,,HP +18%,,Block Rate +18%,,DEF +12%,,DEF +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE,,,,,,,,,RESISTANCE-FOCUSED (RECOMMENDED FOR T6),,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Resistance,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,TRUE,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,DMG Taken Reduction,,,,,,,DEF (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,HP (%),,,HP (%),,Block Rate,,,,HP (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF,,,,,,,,,DEF,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,DEF (%),,DMG Taken Reduction,,"Effect Resist Rate +35%
Starts Battle with 1 turn CC Immunity",,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,,,,HP (%),,Block Rate,,,,,,,,,,,,,,,,"Helps in the early game but loses traction upon progression in PVE. Still used in endgame PVP content due to his CC Immunity grant. ST also has a 3-turn Buff Duration Reduction, which is rare.",,,
,,,,,,,NOTES:,Standard build to boost tankiness via Block Rate and also DGM Taken Reduction.,,,,,,,,NOTES:,S2 provides CC Immunity at T6 so having Turn 1 CC Immunity almost guarantees that it will be casted without any hindrance from the enemy.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RUDY-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,DEF,,,ORCHES-PWEAPON,,ORCHES-ARMOR,,REVIVE,,DEF,,,,,,,,,,,,TOWER OF TRIALS,INFINITE TOWER,GUILD WAR,NONE
,,,,,,,,,,,BLOCK,,EFFECTRES,,,,,,,BLOCK,,EFFECTRES,,,,,,,,,,,,ADVENTURE BOTH,NONE,TOTAL WAR,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LEGENDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARAGON,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Block Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,DEF (%),,,,,,,,,,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,FALSE,TRUE,,,,,,,,Effect Hit,,,,,,,,,,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,DEF,,,,,,,,,,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DMG Taken Reduction,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,Block Rate,,,,,,,,,,,,,,,,,,,,,,,,,"Useful in Guild War but in very niche comps. Most of the time, he is also seen as ""Fodder"". For Guild War purposes, T2 is definitely the minimal so that the team can sustain as best as possible.",,,
,,,,,,,NOTES:,Main DMG multipliers have DEF scaling. Main role is also to stun enemies effectively so having some Effect Hit substats would be good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARAGON-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,REVIVE,,BARRIERDEF,,,,,,,,,,,,,,,,,,,,,NONE,NONE,GUILD WAR,NONE
,,,,,,,,,,,GUTS,,BLOCK,,,,,,,,,,,,,,,,,,,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KNOX,,,,,TRANSCENDENCE,,,,,,,,,,,,,,,SKILL ENHANCEMENT,,,,,,,,,,,,POTENTIALS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Lv 30,,Lv 30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ATK +12%,,ATK +6%,,HP +18%,,Block Rate +18%,,ATK +12%,,ATK +6%,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,,,,,,,,,,KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CC-BASED (HIGH SPEED),,,,,,,,,DEFENSIVE,,,,,,,,,,,,,,,,,,PVE,,PVP,
,,,,,,,,,,,,,Speed,,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,FALSE,FALSE,TRUE,,,,,,,,Effect Hit,,,,,,,,,Effect Resistance,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Effect Hit,,DMG Taken Reduction,,,,,,,Effect Hit,,DMG Taken Reduction,,,,,,,,,,,,,,,,,,,
,,,,,,,HP (%),,Block Rate,,,,HP (%),,,-,,Block Rate,,,,HP (%),,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,DEF (%),,,,,,,,,,,,,,,
