 ,,,,,,,,,,,,,,,,,,,,,,,,,
,NO.,HERO,,,TYPE,,,,PASSIVE,,,,BASIC ATTACK,,,,SKILL1 (BTM SKILL),,,,SKILL2 (TOP SKILL),,,,AWK SKILL
,,,,,,,,Effect Descriptions,,"DEF Boost: Increases DEF by 20%

DMG Resistance: Decreases DMG taken by 16%",,,,,,,,Stun: Unable to act for the duration of the effect,,,,Link: Evenly distributes DMG taken from allies,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,EILEENE-T0,UNI,,,,,"ALL ALLIES:
● Grants [PATK Boost] (always active)

SELF
● [Revive] with 80% health upon falling in battle (once per battle)",,,,"1 ENEMY:
● Deals DMG equal to 100% of PATK
● Deals additional DMG equal to 45% of PATK against targets inflicted with [Shock]",,,,"1 ENEMY:
● Deals DMG equal to 113% of PATK 3 time(s) 
● Each attack has 35% chance of inflicting [Shock] for 3 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 62% of PATK 2 time(s)
● Each attack has 30% chance of inflicting [Shock] for 2 turns",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [PATK Boost] 19% > 25%
● Increases Effect: HP gained upon revival from 80% > 100% health ",,,,"● Increases DMG: 100% > 130% of PATK
● Increases DMG: 45% > 55% of PATK against targets inflicted with [Shock]",,,,"● Increases DMG: 113% > 136% of PATK
● Increases Chance: [Shock] chance increases from 35% > 45%",,,,● Increases DMG: 60% > 75% of PATK,,,
,,,,,,,,Transcendence Effects,,,,,,,,,,,Adds Effect: [Pierce],,,,Adds Effect: [Pierce],,
,,,,,,,,,,,,,,,,,,,,,,,Increased Chance: [Shock] chance increasess from 30% > 40%,,
,,,,,,,,Effect Descriptions,,PATK Boost: Increases PATK by 19%,,,,"Shock: Unable to act for the duration of the effect, and upon being hit, the afflicted target will take bonus DMG equal to 40% of the caster's ATK",,,,"Shock: Unable to act for the duration of the effect, and upon being hit, the afflicted target will take bonus DMG equal to 40% of the caster's ATK

Pierce: Ignores DMG immunity effects on the target",,,,"Shock: Unable to act for the duration of the effect, and upon being hit, the afflicted target will take bonus DMG equal to 40% of the caster's ATK

Pierce: Ignores DMG immunity effects on the target",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,RACHEL-T0,UNI,,,,,"ALL ALLIES:
● Grants [Weakness Hit Chance Boost] (always active)

SELF:
● [Revive] with 80% health upon falling in battle (once per battle)",,,,"1 ENEMY:
● Deals DMG equal to 100% of PATK
● 40% chance to inflict [Burn] for 2 turns",,,,"1 ENEMY:
● Deals DMG equal to 102% of PATK 2 time(s)
● 100% chance to inflict [All ATK Reduction] for 5 turns
● 100% chance to inflict [DMG Reduction] for 5 turns
● 100% chance to inflict [Burn] for 3 turns",,,,"3 ENEMIES:
● 100% chance to inflict [DEF Reduction] for 3 turns
● 100% chance to inflict [Physical Vulnerability] for 3 turns
● Deals DMG equal to 160% of PATK",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [Weakness Hit Chance Boost] from 22% > 27%
● Increases Effect: HP gained upon revival from 80% > 100%",,,,"● Increases DMG: 100% > 120% of PATK
● Increases Chance: [Burn] chance increases from 40% > 50%",,,,● Increases DMG: 102% > 122% of PATK,,,,"● Increases Effect: [DEF Reduction] from 29% > 36%
● Increases Effect: [Physical Vulnerability] from 22% > 28%",,,
,,,,,,,,Transcendence Effects,,,,,,,,,,,Change Number of Targets: 1 ENEMY > 3 ENEMIES,,,,Increases Turns: [DEF Reduction] and [Physical Vulnerability] duration increased from 3 > 4 turns,,
,,,,,,,,,,-,,,,-,,,,-,,,,-,,,
,,,,,,,,Effect Descriptions,,,,,,Burn: Deals DMG equal to 80% of caster's ATK every turn,,,,"All ATK Reduction: Decreases All ATK by 22%

DMG Reduction: Decreases DMG dealt by 17%

Burn: Deals DMG equal to 80% of caster's ATK every turn",,,,"DEF Reduction: Decreases DEF by 29%

Physical Vulnerability: Increase PDMG taken by 22%",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,DELLONS-T0,ATK,,,,,"ALL ALLIES:
● Grants [PDMG Boost] (always active)

SELF:
● Grants [All DMG Nullification] 3 hits",,,,"1 ENEMY:
● Deals DMG equal to 100% of PATK",,,,"ALL ENEMIES:
● Deals DMG equal to 115% of PATK
● 50% chance to inflict [Silence] for 2 turns",,,,"1 ENEMY:
● Deals DMG equal to 119% of PATK 5 times",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [PDMG Boost] from 17% > 20%
● Increases Effect: [All DMG Nullification] from 3 > 4 hits",,,,"● Increases DMG: 100% > 120% of PATK
● Adds Effect: 45% chance to inflict [Silence] for 1 turn",,,,"● Increases DMG: 100% > 135% of PATK
● Increases Chance: [Silence] chance increases from 50% > 60%",,,,● Increases DMG: 119% > 158% of PATK,,,
,,,,,,,,Transcendence Effects,,,"● Adds Effect to SELF: Grants [All DMG Nullification] 1 time when an ally falls in battle
● Adds Effect to SELF: Grants [PATK Boost] for 2 turns when an ally falls in battle",,,,,,,,,,,,Adds Effect: Activates again with 100% power upon defeating an enemy with DMG from this skill,,
,,,,,,,,,,-,,,,-,,,,-,,,,-,,,
,,,,,,,,Effect Descriptions,,"PDMG Boost: Increases PDMG by 17%

PATK Boost: Increases PATK by 39%",,,,Silence: Unable to use active skills for the duration of the effect,,,,Silence: Unable to use active skills for the duration of the effect,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,SPIKE-T0,UNI,,,,,"SELF:
● Grants [MAX HP-Based ATK Boost] (always active)
● Deals additional DMG equal to 15% of caster's MAXHP against targets inflicted with [Freeze]

ALL ALLIES:
● Grants [Effect Resist Boost] (always active)
● Grants [Effect Hit Rate Boost] (always active)",,,,"1 ENEMY:
● Deals DMG equal to 50% of PATK and 12% of caster's MAX HP

3 ALLIES:
● Removes 1 debuff upon performing a basic attack 2 time(s)",,,,"1 ENEMY:
● Deals DMG equal to 195% of PATK and 47% of caster's MAX HP
● 100% chance to inflict [Freeze] for 3 turns

ENEMIES IN THE SAME ROW MAIN SKILL TARGET:
● Deals DMG equal to 65% of PATK and 15% of caster's MAX HP
● 60% chance to inflict [Freeze] for 3 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 32% of PATK and 8% of caster's MAX HP 2 time(s)
● Each attack has 40% chance to inflict [Freeze] for 2 turns",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [MAX HP-Based ATK Boost] max from 1080 > 1320
● Increases Effect: [Effect Hit Rate Boost] from 28% > 34%",,,,● Increases DMG: 50% > 65% of PATK and 12% > 15% of caster's MAX HP,,,,"ENEMIES IN THE SAME ROW MAIN SKILL TARGET:
● Increases DMG: 65% > 75% of PATK and 15% > 18% of caster's MAX HP
● Increases Effect: [Freeze] chance increases from 60% > 70%",,,,"● Increases DMG: 32% > 40% of PATK and 8% > 9% of caster's MAX HP
● Increases Chance: [Freeze] chance increases from 40% > 50%",,,
,,,,,,,,Transcendence Effects,,,"Adds Effect to SELF: [Guts] (once per battle)
Adds Healing to SELF: Heals HP equal to 60% of MAX HP upon triggering [Guts]",,,,,,,,Adds Healing to SELF: Heals HP equal to 40% of MAX HP,,,,Adds Healing to SELF: Heals HP equal to 40% of MAX HP,,
,,,,,,,,,,-,,,,-,,,,-,,,,-,,,
,,,,,,,,Effect Descriptions,,"MAX HP-Based ATK Boost: Increases ATK by 120 for every 1000 MAX HP (Max: 1080)

Effect Hit Rate Boost: Increases Effect Hit Rate by 28%

Effect Resist Boost: Increases Effect Resist Rate by 28%

Guts: Survive with 1 HP upon taking lethal DMG for the first time
",,,,,,,,"Freeze: Unable to use perform any actions for the duration of the effect. [Freeze] will be removed when taking damage. When removed, the afflicted target takes DEF-ignoring DMG equal to 40% of the their MAX HP (ignores 40% of target's DEF, DMG cannot exceed 300% of caster's ATK)",,,,"Freeze: Unable to use perform any actions for the duration of the effect. [Freeze] will be removed when taking damage. When removed, the afflicted target takes DEF-ignoring DMG equal to 40% of the their MAX HP (ignores 40% of target's DEF, DMG cannot exceed 300% of caster's ATK)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,JAVE-T0,UNI,,,,,"SELF:
● Grants [Attack-Based DEF Boost] (always active)
● 38% chance of performing a [Counterattack] (always active)

3 ENEMIES  upon a [Counterattack]:
● Deals DMG equal to 40% of PATK
● 35% chance to inflict [Burn] for 2 turns",,,,"1 ENEMY:
● Deals DMG equal to 100% of PATK
● 40% chance to inflict [Burn]/[Dragonflame] for 2 turns ",,,,"ALL ENEMIES:
● Deals DMG equal to 115% of PATK
● Grants an additional 15% DMG Boost each time the number of targets is reduced by 1
● 45% chance to inflict [Stun] for 2 turns",,,,"ALL ENEMIES:
● Deals [Piercing] DMG equal to 70% of PATK 2 time(s)
● Grants an additional 8% DMG Boost each time the number of targets is reduced by 1
● Each attack has 40% chance to inflict [Burn]/[Dragonflame] for 2 turns",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [Attack-Based DEF Boost] max from 1125 > 1375
● Increases DMG: [Counterattack] from 40% > 50% PATK
● Increases Chance: [Burn]/[Dragonflame] chance increasess from 35% > 40%",,,,"● Increases DMG: 100% > 120% of PATK 
● Increases Chance: [Burn]/[Dragonflame] chance increases from 40% > 50%",,,,● Increases DMG: 115% > 150% of PATK ,,,,"● Increases DMG: 70% > 80% of PATK 
● Increases Chance: [Burn]/[Dragonflame] chance increases from 40% > 55%",,,
,,,,,,,,Transcendence Effects,,,Adds Effect to SELF: Grants [CC Immunity] for 3 turns,,,,,,,,,,,,,,
,,,,,,,,,,,"Effect Change: [Burn] changes to [Dragonflame], which deals 120% of caster's ATK each turn",,,,"Effect Change: [Burn] changes to [Dragonflame], which deals 120% of caster's ATK each turn",,,,,,,,"Effect Change: [Burn] changes to [Dragonflame], which deals 120% of caster's ATK each turn",,
,,,,,,,,Effect Descriptions,,"Increase DEF in proportion to ATK power: Increases DEF by 125 for every 300 points of ATK (Max: 1125)

Counterattack: Retaliates against the attacker upon taking a hit

Burn: Deals DMG equal to 80% of caster's ATK every turn
Dragonflame: Deals DMG equal to 120% of caster's ATK every turn and is considered a [Burn] effect",,,,"Burn: Deals DMG equal to 80% of caster's ATK every turn
Dragonflame: Deals DMG equal to 120% of caster's ATK every turn and is considered a [Burn] effect",,,,Stun: Unable to act for the duration of the effect,,,,"Pierce: Ignores DMG immunity effects on the target

Burn: Deals DMG equal to 80% of caster's ATK every turn
Dragonflame: Deals DMG equal to 120% of caster's ATK every turn and is considered a [Burn] effect",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,KRIS-T0,UNI,,,,,"SELF:
● Grants [Barrier] equal to 160% of PATK for 3 turns
● Upon falling in battle, Revive with [Immortality] for 2 turns (once per battle)

All ALLIES:
● Heals HP equal to 20% of the caster's PATK when an enemy falls in battle",,,,"1 ENEMY:
● Deals DMG equal to 100% of PATK",,,,"1 ENEMY :
● Deals DMG equal to 305% of PATK
● 50% chance to inflict [Death] for 3 turns.

SELF:
● Grants [Barrier] equal to 135% of PATK for 3 turns upon defeating an enemy with this skill",,,,"ALL ENEMIES:
● Deals DMG equal to 100% of PATK
● 25% chance to inflict [Death] for 3 turns

SELF:
● Grants [Barrier] equal to 135% of PATK for 3 turns upon defeating an enemy with this skill",,,
,,,,,,,,Skill Enhancements,,● Increases Turns: [Immortality] duration from 2 > 3 turns,,,,"● Increases DMG: 100% > 120% of PATK 
● Adds Effect: 20% chance to inflict [Death] for 3 turns",,,,"● Increases DMG: 305% > 370% of PATK 
● Increases Chance: [Death] chance increases from 50% > 60%",,,,"● Increases DMG: 100% > 115% of PATK 
● Increases Chance: [Death] from 25% > 30%",,,
,,,,,,,,Transcendence Effects,,,Adds Effect to SELF: Skill Cooldown Reset upon gaining [Immortality],,,,,,,,Adds Effect: 30% chance to inflict [Death] for 3 turns,,,,,,
,,,,,,,,,,-,,,,-,,,,-,,,,-,,,
,,,,,,,,Effect Descriptions,,Immortality: HP is set to 1 for the duration of the effect. Hero will perish once the effect expires,,,,"Death: The target takes DMG equal to 20% of current HP every turn, instantly dying on the last turn. Target dies instantly upon reaching 2 stacks of [Death]",,,,"Death: The target takes DMG equal to 20% of current HP every turn, instantly dying on the last turn. Target dies instantly upon reaching 2 stacks of [Death]",,,,"Death: The target takes DMG equal to 20% of current HP every turn, instantly dying on the last turn. Target dies instantly upon reaching 2 stacks of [Death]",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,VANESSA-T0,MAGIC,,,,,"SELF:
● Grants [All DMG Immunity] for 2 turns

ALL ENEMIES:
● Inflicts [DEF Reduction] (always active)",,,,"1 ENEMY:
● Deals DMG equal to 100% of MATK",,,,"3 ENEMIES:
● Deals [Piercing] DMG equal to 95% of MATK 2 time(s)
● 70% chance to increase skill cooldowns by 19s",,,,"4 ENEMIES:
● Deals DMG equal to 70% of MATK 2 time(s)
● 40% chance to inflict [Petrify] for 2 turns",,,
,,,,,,,,Skill Enhancements,,"● Increases Turns: [All DMG Immunity] duration from 2 > 3 turns
● Increases Effect: [DEF Reduction] from 20% > 24%",,,,● Increases DMG: 100% > 130% of MATK ,,,,"● Increases DMG: 95% > 110% of MATK 
● Increases Effect: [Skill Cooldown Increase] from 19s > 23s",,,,"● Increases DMG: 70% > 82% of MATK 
● Increases Chance: [Petrify] chance increases from 40% > 50%",,,
,,,,,,,,Transcendence Effects,,,Adds Effect to ALL ENEMIES: 100% chance to inflict [Magic Vulnerability] for 2 turns upon activating a skill,,,,,,,,Adds Effect: Inflicts 2 [Buff Removal],,,,,,
,,,,,,,,,,-,,,,-,,,,-,,,,-,,,
,,,,,,,,Effect Descriptions,,"DEF Reduction: Decreases DEF by 20%

Magic Vulnerability: Increases MDMG taken by 24%",,,,,,,,"Pierce: Ignores DMG immunity effects on the target

Buff Removal: Removes buff in the order they are applied. DMG immunity and DMG nullification cannot be removed",,,,"Petrify: Unable to perform any actions for the duration of the effect, and the afflicted target will take DMG equal to 120% of the caster's ATK when the effect wears off",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,MERCURE-T0,MAGIC,,,,,"SELF:
● Grants [Blessing] (always active)

ALL ENEMIES:
● Inflicts [Effect Resist Rate Reduction] (always active)",,,,"1 ENEMY:
● Deals DMG equal to 100% of MATK
● If there are at least 3 MAGIC-TYPE ALLIES on your team at the start of battle, each attack has 40% chance to inflict [Magic Reflux] for 2 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 60% of MATK
● 45% chance to inflict [Stun] for 3 turns

ALL MAGIC-TYPE ALLIES:
● Grants [Barrier] equal to 40% of caster's MATK for 2 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 52% of MATK 2 time(s)(s)
● If there are at least 3 MAGIC-TYPE ALLIES on your team at the start of battle, each attack has 40% chance to inflict [Magic Reflux] for 2 turns
● 100% chance to inflict [Incoming Healing Reduction] for 3 turns",,,
,,,,,,,,Skill Enhancements,,● Increases Effect: [Blessing] cap from 40% > 25%,,,,"● Increases DMG: 100% > 120% of MATK
● Increases Chance: [Magic Reflux] chance increases from 45% > 50%",,,,"● Increases DMG: 60% > 70% of MATK
● Increases Chance: [Stun] chance increases from 45% > 55%",,,,"● Increases DMG: 52% > 60% of MATK
● Increases Chance: [Magic Reflux] chance increases from 45% > 50%",,,
,,,,,,,,Transcendence Effects,,,"Adds Effect to 3 ENEMIES: If there are at least 3 MAGIC-TYPE ALLIES on your team at the start of battle, 100% chance to inflict [Magic Reflux] for 1 turn upon attacking 3 time(s)",,,,,,,,,,,,,,
,,,,,,,,,,,"Effect Change: [Magic Reflux] DMG from 12% > 15%, 
Change Number of Targets: 3 TARGETS > 4 TARGETS",,,,"Effect Change: [Magic Reflux] DMG from 12% > 15%, 
Change Number of Targets: 3 TARGETS > 4 TARGETS",,,,,,,,"Effect Change: [Magic Reflux] DMG from 12% > 15%, 
Change Number of Targets: 3 TARGETS > 4 TARGETS",,
,,,,,,,,Effect Descriptions,,"Blessing: Caps DMG taken from a single hit to 40% of MAX HP

Effect Resist Rate Reduction: Decreases Effect Resist Rate by 28%

Magic Reflux: Deals DMG equal to 12% of the target's MAX HP for the duration of this effect (the DMG cannot exceed 90% of caster's ATK). If the duration of the effect ends, or the target falls in battle, Magic Reflux has a 100% chance of spreading to 3 targets on the team (Max: 7 Magic Reflux stacks)        ",,,,"Magic Reflux: Deals DMG equal to 12% of the target's MAX HP for the duration of this effect (the DMG cannot exceed 90% of caster's ATK). If the duration of the effect ends, or the target falls in battle, Magic Reflux has a 100% chance of spreading to 3 targets on the team (Max: 7 Magic Reflux stacks)",,,,Stun: Unable to act for the duration of the effect,,,,"Magic Reflux: Deals DMG equal to 12% of the target's MAX HP for the duration of this effect (the DMG cannot exceed 90% of caster's ATK). If the duration of the effect ends, or the target falls in battle, Magic Reflux has a 100% chance of spreading to 3 targets on the team (Max: 7 Magic Reflux stacks)

Incoming Healing Reduction: Decreases Incoming Healing by 44%",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,COLT-T0,ATK,,,,,"SELF:
● Grants [Camouflage] for 2 turns
● Grants [Speed-Based ATK Boost] (always active)

ALL ALLIES:
● Grants [Effect Hit Rate Boost] (always active)",,,,"2 ENEMIES:
● Deals DMG equal to 55% of PATK",,,,"4 ENEMIES:
● Deals DMG equal to 40% of PATK 2 time(s)
● Each attack has 35% chance of inflicting [Bomb] for 3 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 125% of PATK
● 50% chance to inflict [Bomb] for 3 turns
● [Bomb Detonation]: detonates [Bomb] stacks to deal 150% of their DMG (max 3 stacks)
● 100% chance to inflict [All ATK Reduction] for 3 turns",,,
,,,,,,,,Skill Enhancements,,"● Increases Effect: [Speed-Based ATK Boost] max from 1080 > 1320
● Increases Effect: [Effect Hit Rate Boost] from 28% > 34%",,,,● Increases DMG: 55% > 70% of PATK,,,,"● Increases DMG: 40% > 50% of PATK
● Increases Chance: [Bomb] chance increases from 35% > 45%",,,,"● Increases DMG: 125% > 150% of PATK
● Increases Effect: [All ATK Reduction] from 13% > 18%",,,
,,,,,,,,Transcendence Effects,,,Adds Effect to SELF: Grants [Guts] (once per battle). Grants [Barrier] equal to 155% of the caster's PATK for 3 turns upon triggering [Guts],,,,,,,,,,,,,,
,,,,,,,,,,,Adds Effect: Skill cooldown reduction by 23s when an enemy falls in battle,,,,,,,,,,,,,,
,,,,,,,,Effect Descriptions,,"Camouflage: Cannot become the target of a single-target attack. Attacks received while Camouflaged are guaranteed to miss. If the only attackable heroes on a team are Camouflaged, Camouflage will be removed from all heroes on that team

Speed-Based ATK Boost: Increases ATK by 120 for every 7 Speed (Max: 1080)

Effect Hit Rate Boost: Increases Effect Hit Rate by 28%

Guts: Survive with 1 HP upon taking lethal DMG for the first time",,,,,,,,"Bomb: When the duration expires, the bomb explodes, dealing 120% of the caster's ATK as DEF-ignoring damage, with a 100% chance to decrease Buff Duration by 1 turn, and a 60% chance to [Paralyze] for 2 turns. Up to 3 can be applied. (DEF-ignoring damage ignores 40% of the target's DEF)",,,,"Bomb: When the duration expires, the bomb explodes, dealing 120% of the caster's ATK as DEF-ignoring damage, with a 100% chance to decrease Buff Duration by 1 turn, and a 60% chance to [Paralyze] for 2 turns. Up to 3 can be applied. (DEF-ignoring damage ignores 40% of the target's DEF)

Bomb Detonation:  Detonates [Bomb]s on the target to deal DMG. DMG increases with the number of [Bomb] detonated.

All ATK Reduction: Decreases All ATK by 13%",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,PLATIN-T0,SUPPORT,,,,,"SELF:
● When caster's HP falls below 50%, recovers HP equal to 165% of caster's DEF (twice per battle)

ALL ENEMIES:
● Deals 1100 Fixed DMG upon taking a hit 4 times",,,,"1 ENEMY:
● Deals DMG equal to 50% of MATK and 60% of DEF
● 100% chance to inflict [All ATK Reduction] for 2 turns",,,,"ALL ENEMIES:
● Deals DMG equal to 42% of MATK and 47% of DEF 2 time(s)

SELF:
● Heals HP equal to 31% of DMG dealt",,,,"2 ENEMIES (By Highest No. of Buffs):
● Inflicts 2 [Buff Removal]
● 32% [HP Alteration]",,,
,,,,,,,,Skill Enhancements,,● Increases Healing: Recovery amount from 165% > 190% of DEF,,,,"● Increases DMG: 50% > 65% of PATK and 60% > 75% of DEF
● Increases Effect: [All ATK Reduction] from 7% > 9%",,,,"● Increases DMG: 42% > 50% of MATK and 47% > 55% of DEF
● Increases Healing: Recovery amount from 31% > 43% of DMG dealt",,,,● Increases Effect: [HP Alteration] from 32% > 25%,,,
,,,,,,,,Transcendence Effects,,,Increases Stacks: HP Recovery 2 > 3 times per battle,,,,,,,,,,,,,,
,,,,,,,,,,,Increases DMG: Fixed DMG dealt 1100 > 1485,,,,,,,,,,,,,,
,,,,,,,,Effect Descriptions,,,,,,All ATK Reduction: Decreases All ATK by 7%,,,,,,,,"Buff Removal: Removes buff in the order they are applied. DMG immunity and DMG nullification cannot be removed

HP Alteration: Sets the target's HP to a specified amount. Will not change the target's HP if their current HP is lower than that amount        ",,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,BRANZE&BRANSEL-T0,ATK,,,,,"SELF:
● Grants [Guts] (once per battle)
● Grants [All DMG Immunity] for 2 turns

ALL ALLIES (if deployed to a team with 3 or more ATTACK-TYPE ALLIES):
● Grants [PATK Boost] for 2 turns when ally falls in battle
● Grants [Barrier] equal to 45% of PATK for 2 turns when enemy falls in battle",,,,"1 ENEMY:
● Deals DMG equal to 60% of PATK 2 times",,,,"3 ENEMIES:
● Deals [Piercing] DMG equal to 38% of PATK 3 times
● Each attack has 30% chance to inflict [Bleed] for 2 turns
● Activates again upon killing with 100% power upon defeating an enemy with DMG from this skill",,,,"1 ENEMY (BACK ROW FIRST):
● Deals DMG equal to 247% of PATK 2 times
● Instant [Execution] of an enemy with 24% or lower HP",,,
,,,,,,,,Skill Enhancements,,● Adds Effect: Grants [All DMG Immunity] for 2 turns when [Guts] is triggered,,,,● Increases DMG: 60% > 75% of PATK ,,,,"● Increases DMG: 38% > 45% of PATK
● Increass Chance: [Bleed] chance increase from 30% > 35%",,,,"● Increases DMG: 247% > 297% of PATK
● Adds Effect: 100% chance to inflict [Buff Duration Reduction] for 3 turns",,,
,,,,,,,,Transcendence Effects,,,,,,,,,,,,,,,Added Recovery to SELF: Recovers HP equal to 110% of PATK,,
,,,,,,,,,,,,,,,,,,,,,,,"Added Effect to 1 ALLY (if deployed to a team with 3 or more ATTACK-TYPE ALLIES): [Revives] a fallen ally with 40% HP upon defeating an enemy with DMG from this skill. Grants [All DMG Nullification] for 2 hits upon revival
",,
