,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,NOTES:,Healing scales of ATK% but also not forsaking survivalibity concerns.,,,,,,,,NOTES:,"Healing scales of ATK% so this build pushes his healing capabilities to the maximum. Just be careful such that his ATK does not exceed the damage dealers (it can happen). If your main stats are all ATK%, then regulate the substats.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KARON-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,DOT,,DEF,,,VAN-MWEAPON,,VAN-ARMOR,,DOT,,BLOCK,,,RAID-OX,INFINITE TOWER,SUDDENRAID-ASTREA,TOWER OF TRIALS
,,,,,,,,,,,BLOCK,,HP,,,,,,,DEF,,HP,,,ADVENTURE BOTH,NONE,PUDUNGEON-ALL,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEE JOOHEE,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,BLEED IMMUNITY,,HEALING,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TANK V1,,,,,,,,,TANK V2,,,,,,,,,PVE,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,DEF (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,Block Rate,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,HP (%),,,,,,,,,HP (%),,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,All ATK (%),,All ATK (%),,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,DEF,,,-,,DMG Taken Reduction,,,,Speed,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,All ATK (%),,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,All ATK,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ATK (%),,All ATK (%),,"Block Rate +30%
Block DMG Reduction +15%",,,,,All ATK (%),,DMG Taken Reduction,,"All ATK +45%
Effect Hit Rate +20%",,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,-,,All ATK (%),,,,,,,"Essentially a female Karon but with cleanse instead of a wider targeting heal, which could also be her drawback as she may not heal the right heroes. ",,,
,,,,,,,NOTES:,Healing scales of ATK% but also not forsaking survivalibity concerns.,,,,,,,,NOTES:,"Healing scales of ATK% so this build pushes his healing capabilities to the maximum. Just be careful such that his ATK does not exceed the damage dealers (it can happen). If your main stats are all ATK%, then regulate the substats.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEE JOOHEE-T0,,,,,GATEKEEP-PWEAPON,,GATEKEEP-ARMOR,,DOT,,DEF,,,VAN-MWEAPON,,VAN-ARMOR,,DOT,,BLOCK,,,RAID-OX,INFINITE TOWER,SUDDENRAID-ASTREA,TOWER OF TRIALS
,,,,,,,,,,,BLOCK,,HP,,,,,,,DEF,,HP,,,ADVENTURE BOTH,NONE,PUDUNGEON-ALL,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BLACK ROSE,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,Lv 30,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,PETRIFY IMMUNITY,,BUFF REMOVAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,CRIT-FOCUSED,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,Crit Rate,,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Crit DMG,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,Crit Rate,,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,DMG Taken Reduction,,,,Weakness Hit,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Crit Rate,,DMG Taken Reduction,,"Crit Rate +35%
Ignore DEF +15%",,,,,,,,,,,,,,,,,
,,,,,,,Crit DMG,,All ATK (%),,,,,,,,,,,,,,,,"Prior to getting Daisy, she will help you through the earlier stages of Ox King. Also an ATTACK type Petrify Immunity hero so she can fit well into pure ATTACK teams in Adventure/Tower when needed.",,,
,,,,,,,NOTES:,"Having high Crit Rate & decent Crit DMG is very essential in allowing her to kill the minions in the raids. If too frail, give 1 piece of DMG Taken Reduction armor.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BLACK ROSE-T0,,,,,ASSASSIN-PWEAPON,,ASSASSIN-ARMOR,,BOSSDMG,,CRIT,,,,,,,,,,,,RAID-OX,NONE,SUDDENRAID-ASTREA,NONE
,,,,,,,,,,,45DMG,,WEAKNESS,,,,,,,,,,,,ADVENTURE BOTH,NONE,INFINITE TOWER,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LUCY,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,POISON IMMUNITY,,CLEANSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TANK V1,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,DEF (%),,,,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,DEF,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,DEF (%),,"DEF +45%, 
Effect Resist Rate +20%",,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,,,,,,,,,,"Apart fromPoison Immunity & heals, she also has the ability to remove 3 debuffs from allies. Also, her basic attack can reduce PATK of enemies, further sustaining the team.",,,
,,,,,,,NOTES:,Healing scales off DEF% so this build maximizes her DEF% and thereby her heals as well.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LUCY-T0,,,,,GUARDIAN-MWEAPON,,GUARDIAN-ARMOR,,DOT,,BLOCK,,,,,,,,,,,,RAID-DG,ADVENT-YH,PUDUNGEON-DARK,TOWER OF TRIALS
,,,,,,,,,,,DEF,,HP,,,,,,,,,,,,ADVENTURE BOTH,NONE,INFINITE TOWER,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VICTORIA,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,PARALYZE IMMUNITY,,MAGIC VULNERABILITY,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEFENSIVE UTILITY,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Block Rate,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,FALSE,FALSE,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,DEF (%),,Block Rate,,,,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,DEF,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Speed,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,DEF (%),,Block Rate,,"Block Rate +30%
Block DMG Reduction +15%",,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,,,,,,,,,,"Completely outclassed by Xiao Qiao but you will still need to build a Victoria to clear Raid Expedition missions. Still, being a Rare hero means she can be built faster than Xiao Qiao.",,,
,,,,,,,NOTES:,Prioritize on keeping her alive as her survivability is key in not letting your team get paralyzed.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VICTORIA-T0,,,,,GATEKEEP-MWEAPON,,GATEKEEP-ARMOR,,DOT,,BLOCK,,,,,,,,,,,,RAID-ID,NONE,ADVENTURE BOTH,NONE
,,,,,,,,,,,DEF,,HP,,,,,,,,,,,,ADVENT-TEO,NONE,ADVENT-GOD,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DUNGEONS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEAVENIA,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,FREEZE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,FREEZE DAMAGE,,,,,,,,,,,,,,,,,,PVE,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,,,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Hit,,,,,,,,,,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FALSE,TRUE,TRUE,TRUE,,,,,,,,All ATK,,,,,,,,,,,,,,,
,,NONE,EARLY,MIDGAME,END,,All ATK (%),,All ATK (%),,,,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,Speed,,,,,,,,,,,,,,,
,,EXCLUSIVE EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DEF (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,HP (%),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Has awakening,,,,,All ATK (%),,All ATK (%),,"DMG Dealt +30%
Boss DMG +40%",,,,,,,,,,,,,,,,,
,,,,,,,-,,DMG Taken Reduction,,,,,,,,,,,,,,,,For one purpose and one mode and one boss.,,,
,,,,,,,NOTES:,This build increases Freeze DMG dealt to the Bosses.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEAVENIA-T0,,,,,AVENGER-PWEAPON,,AVENGER-ARMOR,,FREEZE,,NONE,,,,,,,,,,,,PUDUNGEON-FIRE,NONE,NONE,NONE
,,,,,,,,,,,NONE,,NONE,,,,,,,,,,,,NONE,NONE,NONE,NONE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LANIA,,,,,SKILL ENHANCEMENT,,,,,,,,,,,POTENTIALS,,,,,,,CORE ROLE,,,
,,,,,,,,,,,,,,,,,,-,,-,,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BASIC ATK,,SKILL 1 / BTM SKILL,,SKILL 2 / TOP SKILL,,PASSIVE,,AWAKENED SKILL,,,,,,,,,,FREEZE,,FREEZE IMMUNITY,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GEAR BUILDS,,,,,,,,,,,,,,,,,,OTHER KEY USAGE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,FREEZE DAMAGE,,,,,,,,,DEFENSIVE UTILITY,,,,,,,,,PVE,,,
,,,,,,,,,,,,,All ATK (%),,,,,,,,,All ATK (%),,,,,,
,,VIEW FULL SKILLSET,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAST UPDATED:,,,19/05/26,,,,,,,,Effect Hit,,,,,,,,,Effect Hit,,,,,,
,,HERO PROPERTIES,,,,,,,,,,,,,,,,,,,,,,,,,,
