,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AVAILABLE BANNERS:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Free FIRST MULTI (Re-roll Potential):
● Ruri is the best choice with high early-game usage. Even though she becomes outclassed by Nezha subsequently, but is still essential in endgame Advent Expedition.
The rest have way less usage frequency, in terms of utility,
● Velika is the 2nd best choice, very helpful for several Infinite Tower floors, until you have much stronger heroes, and for Tower of Trials (monthly/bimonthly). 
● Bidam, as 3rd choice, helps in Dark Power-Up Dungeon and in Advent Expedition. However, he is far more RNG-reliant due to Bleed and can be less consistent.
The last two options have very limited uses.
● Yu Shin helps with Adventure and Tower clears in early game but doesn't have much use case beyond, especially after getting stronger heroes with more team synergy.
● Nia is more PVP-oriented (specifically Real-Time Arena & Lower Tier Arena/GW) and more suitable for endgame. She also requires very stacked Speed gears to do well in those areas.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RURI-T0,,VELIKA-T0,,BIDAM-T0,,NIA-T0,,YU SHIN-T0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Welcome Wish List Summon (AFTER FIRST 10 SUMMONS - 14 DAYS ONLY 300 TICKETS):
A Free Wish List banner for New Players only, with a restricted choice of L+ and L heroes. Game also gives up to 300 Hero Summon Vouchers during the first 14 days allowing 3 full pities.

● The best L+ picks would be Lu Bu/Freyja. Lu Bu works at T0 while Freyja works at T2 for farming. (Note: you may NOT get 3 copies of Freyja).
● The best L pick would be Daisy. She is an essential Raid staple but there are no ways to get her for free. So this is one possible way to gamble for her. Other options include Taka or Lina (if F2P).
● The best R picks would be the ones which should be T6 as soon as possible and they would be your Raid heroes. If you have missing essential R heroes (refer below), feel free to swap them in and out of the wish list.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,LU BU-T0,,FREYJA-T0,,BISCUIT-T0,,TEO-T0,,MERCURE-T0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DAISY-T0,,TAKA-T0,,LINA-T0,,PASCAL-T0,,SHANE-T0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,XIAO-T0,,LUCY-T0,,YUI-T0,,EVAN-T0,,KARON-T0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Kyle Beginner Fixed Banner (AFTER FIRST 10 SUMMONS):
● Kyle is a powerful damage dealer that can help in clearing adventure stages with ease. The banner was updated at a time where Kyle overtook Teo as the best farmer in the game but it would seem that there are better options currently.
● Seeing that Lu Bu is available in the Welcome Wish List Summon, this makes Kyle less worth using rubies to summon for especially in the early stages where ruby farming isn't at its more optimal and efficient level.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,KYLE-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RUBY FARMER OVERVIEW:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"FREE FARMER

Rei is given for free and being a double 5-Target AOE CC unit, she can efficiently help to push adventure as the main DPS at the beginning.",,,,,,,,,,,,,,,,,"3-TARGET FARMERS

The 1st map (X-1) only has 3 enemies per phase, making it possible for newer players to start off using these heroes. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,REI-T0,,,,,,,,,,,,,,,,,RYAN-T0,,NEZHA-T0,,RURI-T0,,BIDAM-T0,,YU SHIN-T0,,TAKA-T0,,FENG YAN-T0,,SERA-T0,,JIN-T0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LOW INVESTMENT FARMERS

These farmers work even at T0 allowing newer players to farm better in higher stages. Lu Bu is a hero that gets better with each Transcendence significantly.",,,,,,,,,,,,,,,,,"T2 FARMERS

These farmers have better efficiency upon reaching T2. Some have to be T2. Freyja does become one of the best farmers in the game despite this necessity.",,,,,,,,,,,,,,,"T6 FARMER

Definitely not something you can achieve as a new player so soon but O'Mok is the strongest and fastest farmer in the game, able to kill all enemies with just 1 skill.",,,,,,
,,,,,,KYLE-T0,,LU BU-T0,,REGINLEIF-T0,,KLAHAN-T0,,VELIKA-T0,,,,,,,,,FREYJA-T2,,TEO-T2,,YEONHEE-T2,,,,,,,,,,,,O'MOK-T6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,IMPORTANT PVE MILESTONES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-2:,Expedition of the Ring,,,2-1:,Repeat Battle,,,3-5: ,Pet Summons,,,4-10:,Crafting,,,8-1:,EXP Efficiency Increase,,,14-1:,EXP Efficiency Increase,,,"NM
1-1:",4* Accessory Drop,,,"NM
5-30:",Mercure's Lab,,,"NM
6-1:",4-5* Accessory Drop,,,"NM
22-1:",Pet Eggs Drop,
,1-4:,2x Speed & Auto-Proceed,,,2-1:,Ruby Farming Expedition,,,3-5: ,Pet Enhance Support Event,,,4-10:,Raid,,,,,,,14-50:,"Celestial PVP
(Advanced + RTA)",,,,,,,,,,,,,,,,,
,1-6: ,Hero Enhancement,,,2-1:,Skill Enhancement & Ultimate Enhancement,,,3-20:,Arena,,,4-10:,Raid Breakthrough Event,,,,,,,14-50:,Total War,,,,,,,,,,,,,,,,,
,1-10: ,Formations,,,2-10:,Hero Fusion,,,,,,,4-10:,Master of Demonic Sword Event (Ryan),,,,,,,14-50:,Nightmare Difficulty,,,,,,,,,,,,,,,,,
,1-20:,"Power Up Dungeons
(Elements)",,,2-20:,Infinite Tower,,,,,,,4-20:,7K Chess,,,,,,,14-50:,Exclusive Equipment,,,,,,,,,,,,,,,,,
,1-20: ,"1st Hero Expedition 
(Bai Jiao)",,,2-20:,Dressing Room,,,,,,,4-20:,Mini Game,,,11-1:,EXP Efficiency Increase,,,,,,,,,,,,,,,"NM
11-1:","4-6* Accessory Drop
3*-4* Fodders only",,,,,
,1-20: ,Raid Expedition,,,,,,,,,,,4-20:,"2nd Hero Expedition 
(Xiao Qiao)",,,,,,,,,,,,,,,,,,,,,,,,,
,1-20: ,Hero Rank Up,,,,,,,,,,,4-20:,"3rd Hero Expedition 
(Guan Yu)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,S7 (All):,Gold Dungeon,,,F100:,Tower of Trials,,,"Guild
LV5:",Castle Rush,,,S10 (All):,Sudden Raid,,,"Guild
LV7:",Guild War,,,"Guild
LV10:",Advent Expedition,,,S12 (All):,Sell Presets,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"EVENTS, FREE HEROES & SELECTORS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ADVENTURE, DUNGEON & OTHER PROGRESS:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"WELCOME TO THE GAME

These are the heroes that are given within the 1st Hour of the game, be it by gifts or story.",,,,,,,,,,,,,,,,,,,"TUTORIAL REWARDS

These are the heroes that are given after completion of certain tutorials.",,,,,,,,,,,,,,,,,,,
,,,,,,RACHEL-T0,,ACE-T0,,EVAN-T0,,KARIN-T0,,ARIEL-T0,,,,,,,,,,,SNIPPER-T0,,LANIA-T0,,JANE-T0,,YURI-T0,,JOKER-T0,,LEO-T0,,REI-T0,,HEAVENIA-T0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"RIGHTEOUS MASTER OF DEMONIC SWORD EVENT

2 Free Copies of Ryan (T1) from simply doing Adventure 1000 times.",,,,,,,,,,,,,,,,,,,"SHORT-TERM CHECK-IN

Focusing on the first month of check-ins. Day 10, 20, 30. You also get 3 R heroes on Day 5, 15, 25 respectively.",,,,,,,,,,,,,,,,,,,
,,,,,,RYAN-T0,,,,,,,,,,,,,,,,,,,SERA-T0,,SIEG-T0,,SHANE-T0,,RUDY-T0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"FIRST PURCHASE EVENT

Assuming you even just spend $1 or get any Adventure subscription pack.",,,,,,,,,,,,,,,,,,,"HERO EXPEDITIONS

Progressively unlocked as you complete 1 after another. DO NOT sacrifice these copies otherwise you cannot proceed.",,,,,,,,,,,,,,,,,,,
,,,,,,LINA-T0,,,,,,,,,,,,,,,,,,,BAI JIAO-T2,,XIAO QIAO-T2,,GUAN YU-T2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"0.5 7K FESTIVAL CHECK-IN

Check-in daily for 7 days to receive 7 Seven Knights Selectors! (TO BE UPDATED AFTER AWAKENING)",,,,,,,,,,,,,,,,,,,"CRAFT ONLY

If you pull a trash L hero, you trade them in for Deo, who is used in Dellons Castle Rush (but this is more midgame).",,,,,,,,,,,,,,,,,,,
,,,,,,RACHEL-T0,,DELLONS-T0,,,,,,,,,,,,,,,,,DEO-T0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RAID:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"RAID EXPEDITION EVENT

By completing Difficulty Level 1 for the three respective Raids, you get 6 Rare Hero Selector. Pick these if you haven't gotten them.",,,,,,,,,,,,,,,,,,,"RAID BREAKTHROUGH EVENT

By completing Difficulty Level 2 for the three respective Raids, you get these essential immunity heroes to push further.",,,,,,,,,,,,,,,,,,,
,,,,,,LUCY-T0,,BLACK ROSE-T0,,XIAO-T0,,CHLOE-T0,,FENG YAN-T0,,ASURA-T0,,,,,,,,,YUI-T0,,KARON-T0,,VICTORIA-T0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"RAID EXPEDITION EVENT

By completing Difficulty Level 3 for the three respective Raids, you get the main DPSs for them. T6 Pascal asap.",,,,,,,,,,,,,,,,,,,"RAID EXPEDITION EVENT

By completing Difficulty Level 7 for Iron Devourer with Pascal, you get one of the MOST IMPORTANT heroes in the game.",,,,,,,,,,,,,,,,,,,
,,,,,,SHANE-T0,,ESPADA-T0,,PASCAL-T0,,,,,,,,,,,,,,,BISCUIT-T0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CASTLE RUSH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"CASTLE RUSH CHALLENGE

By hitting 250,000 points for all Castle Rush, 28x Rare Hero Selectors will given. Use these to get missing R heroes or T6 (10 Copies per T6).",,,,,,,,,,,,,,,,,,,"T6 TO FOCUS CRAFTING

R Heroes used in Raids & Castle Rush (aka the Immunity Heroes) should be transcended to T6 as soon as possible. Some will be replaced by L heroes.",,,,,,,,,,,,,,,,,,,
,,,,,,JIN-T0,,LING LING-T0,,ZHAO YUN-T0,,CATTY-T0,,SARAH-T0,,,,,,,,,,,XIAO-T6,,YUI-T6,,EVAN-T6,,KARON-T6,,LUCY-T6,,FENG YAN-T6,,CHLOE-T6,,ZHAO YUN-T6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HEROES WITH LONGEVITY & CROSS-USAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"MULTIPURPOSE AIM TO T6

These heroes not only have had long-term use but are used in multiple modes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,NORMAL ADVENTURE,,"NIGHTMARE
ADVENTURE",,NIGHTMARE FARMING,,,POWERUP DUNGEON,,RAID,,"SUDDEN
RAID",,INFINITE TOWER,,TOWER OF TRIALS,,,CASTLE RUSH,,"ADVENT
EXPEDITION",,,,,"ARENA
(5V5)",,ADVANCED ARENA,,TOTAL WAR,,"GUILD WAR
(3V3)",,REAL-TIME ARENA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LU BU-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FREYJA-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUNWUKONG-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BISCUIT-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINA-T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
