,,,,,,,,,,,,,,,,,,
,18-Sep-2025,,,,,,,,,,,,,,,,7,126
,11-Sep-2025,,,,,,,,,,,,,"● Area 18 (Normal & Nightmare)
● Team Preset function introduced
● Hero Statistics System debut
● Gear Crafting improvements
● Cumulative correction system for enhancement introduced
● Other QOL improvements

https://forum.netmarble.com/sena_rebirth/view/10/416",,,7,119
,4-Sep-2025,,,,,,,,,,,,,,,,7,112
,28-Aug-2025,,,,,,,,,,,,,"100th Day Celebrations
● New Story Event: Save the Smithy!
● Raid Difficulty Expansion (Floor 11-15)
● Hero Reworks (Rachel, Sieg, Shane, Juri, Aragon)
● Gear Set Reworks (Vanguard, Bounty Tracker, Paladin, Guardian)
● Infinite Tower and Tower of Trials adjustments

https://forum.netmarble.com/sena_rebirth/view/10/376",,,7,105
,21-Aug-2025,,,,,,,,,,,,,,,,7,98
,14-Aug-2025,,,,,,,,,,,,,"● Rerun Banner: Teo

● Legend-Tier costume launch
(33000 rubies; Costume only, does not come with the unit itself)",,,7,91
,7-Aug-2025,,,,,,,,,,,,,"● Area 17 (Normal & Nightmare) & Area 15 & 16 (Nightmare)
● Rare Accessories added
● 7K Chess & Mercure's Lab added
● Adventurer Skill Level Expansion
● Guaranteed Legendary Accessory Acquisition System added
● Key Entry Removal for Power-Up Dungeons
● Costume Price Downward Adjustments

https://forum.netmarble.com/sena_rebirth/view/10/338",,,7,84
,31-Jul-2025,,,,,,,,,,,,,"● Added Scenario Event to Codex
● Infinite Tower Expansion (200 > 250) & Difficulty Adjustments
● Tower of Trials difficulty adjustments
● Hero drop rate frequency adjustments

https://forum.netmarble.com/sena_rebirth/view/10/291",,,7,77
,24-Jul-2025,,,,,,,,,,,,,,,,7,70
,17-Jul-2025,,,,,,,,,,,,,"● New Story Event: The Silent Horn and Lost Soldiers
● Guild War debut
● Tower of Trials debut
● Dressing Room debut & Costumes launch
● Auto-sell added to Repeat Battles

https://forum.netmarble.com/sena_rebirth/view/10/247",,,7,63
,10-Jul-2025,,,,,,,,,,,,,,,,7,56
,3-Jul-2025,,,,,,,,,,,,,"● New Story Event: Final Timeline
● Total War improvements

https://forum.netmarble.com/sena_rebirth/view/10/205",,,7,49
,26-Jun-2025,,,,,,,,,,,,,,,,7,42
,19-Jun-2025,,,,,,,,,,,,,"● Area 16 (Normal)
● Castle Rush improvements
● Total War improvements

https://forum.netmarble.com/sena_rebirth/view/10/161",,,7,35
,12-Jun-2025,,,,,,,,,,,,,,,,7,28
,5-Jun-2025,,,,,,,,,,,,,"● New Story Event: Late Bloomer
● Equipment Recommendation System improvements
● Increase Friend count
● Shop adjustments

https://forum.netmarble.com/sena_rebirth/view/10/117",,,7,21
,29-May-2025,,,,,,,,,,,,,,,,7,14
,22-May-2025,,,,,,,,,,,,,"Seven Knights IS BACK
● KR Server Launch",,,7,7
,15-May-2025,,,,,,,,,,,,,,,,0,0
